date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:09:07	68934/68934	---MCZ	200	added ('OK')	text/html	etag:W/%225f4a496d-10d46%22	http://www.themezaa.com/html/pofo/404.html	www.themezaa.com/html/pofo/404.html	(from http://www.themezaa.com/html/pofo/home-portfolio-personal.html)
00:09:08	91999/91999	---MCZ	200	added ('OK')	text/html	etag:W/%225f4a49e8-1675f%22	http://www.themezaa.com/html/pofo/portfolio-full-width-masonry-overlay.html	www.themezaa.com/html/pofo/portfolio-full-width-masonry-overlay.html	(from http://www.themezaa.com/html/pofo/home-portfolio-personal.html)
00:09:09	82972/82972	---MCZ	200	added ('OK')	text/html	etag:W/%225f4a49e6-1441c%22	http://www.themezaa.com/html/pofo/portfolio-full-width-metro-overlay.html	www.themezaa.com/html/pofo/portfolio-full-width-metro-overlay.html	(from http://www.themezaa.com/html/pofo/home-portfolio-personal.html)
00:09:10	96076/96076	---MCZ	200	added ('OK')	text/html	etag:W/%225f4a49ea-1774c%22	http://www.themezaa.com/html/pofo/portfolio-full-width-image-gallery.html	www.themezaa.com/html/pofo/portfolio-full-width-image-gallery.html	(from http://www.themezaa.com/html/pofo/home-portfolio-personal.html)
00:09:11	91669/91669	---MCZ	200	added ('OK')	text/html	etag:W/%225f4a49e2-16615%22	http://www.themezaa.com/html/pofo/portfolio-boxed-grid-overlay.html	www.themezaa.com/html/pofo/portfolio-boxed-grid-overlay.html	(from http://www.themezaa.com/html/pofo/home-portfolio-personal.html)
00:09:12	84506/84506	---MCZ	200	added ('OK')	text/html	etag:W/%225f4a49fc-14a1a%22	http://www.themezaa.com/html/pofo/single-project-page-01.html	www.themezaa.com/html/pofo/single-project-page-01.html	(from http://www.themezaa.com/html/pofo/home-portfolio-personal.html)
00:09:13	91699/91699	---MCZ	200	added ('OK')	text/html	etag:W/%225f4a4a0b-16633%22	http://www.themezaa.com/html/pofo/portfolio-two-columns.html	www.themezaa.com/html/pofo/portfolio-two-columns.html	(from http://www.themezaa.com/html/pofo/home-portfolio-personal.html)
00:09:14	101627/101627	---MCZ	200	added ('OK')	text/html	etag:W/%225f4a4979-18cfb%22	http://www.themezaa.com/html/pofo/blog-standard-full-width.html	www.themezaa.com/html/pofo/blog-standard-full-width.html	(from http://www.themezaa.com/html/pofo/home-portfolio-personal.html)
00:09:15	87378/87378	---MCZ	200	added ('OK')	text/html	etag:W/%225f4a4963-15552%22	http://www.themezaa.com/html/pofo/blog-classic.html	www.themezaa.com/html/pofo/blog-classic.html	(from http://www.themezaa.com/html/pofo/home-portfolio-personal.html)
00:09:16	97146/97146	---MCZ	200	added ('OK')	text/html	etag:W/%225f4a4970-17b7a%22	http://www.themezaa.com/html/pofo/blog-list.html	www.themezaa.com/html/pofo/blog-list.html	(from http://www.themezaa.com/html/pofo/home-portfolio-personal.html)
00:09:17	84247/84247	---MCZ	200	added ('OK')	text/html	etag:W/%225f4a495c-14917%22	http://www.themezaa.com/html/pofo/blog-grid.html	www.themezaa.com/html/pofo/blog-grid.html	(from http://www.themezaa.com/html/pofo/home-portfolio-personal.html)
00:09:18	92009/92009	---MCZ	200	added ('OK')	text/html	etag:W/%225f4a496d-16769%22	http://www.themezaa.com/html/pofo/blog-masonry.html	www.themezaa.com/html/pofo/blog-masonry.html	(from http://www.themezaa.com/html/pofo/home-portfolio-personal.html)
00:09:19	80312/80312	---MCZ	200	added ('OK')	text/html	etag:W/%225f4a497b-139b8%22	http://www.themezaa.com/html/pofo/blog-simple.html	www.themezaa.com/html/pofo/blog-simple.html	(from http://www.themezaa.com/html/pofo/home-portfolio-personal.html)
00:09:20	87343/87343	---MCZ	200	added ('OK')	text/html	etag:W/%225f4a4960-1552f%22	http://www.themezaa.com/html/pofo/blog-clean.html	www.themezaa.com/html/pofo/blog-clean.html	(from http://www.themezaa.com/html/pofo/home-portfolio-personal.html)
00:09:21	87944/87944	---MCZ	200	added ('OK')	text/html	etag:W/%225f4a4972-15788%22	http://www.themezaa.com/html/pofo/blog-images.html	www.themezaa.com/html/pofo/blog-images.html	(from http://www.themezaa.com/html/pofo/home-portfolio-personal.html)
00:09:22	78408/78408	---MCZ	200	added ('OK')	text/html	etag:W/%225f4a4983-13248%22	http://www.themezaa.com/html/pofo/blog-only-text.html	www.themezaa.com/html/pofo/blog-only-text.html	(from http://www.themezaa.com/html/pofo/home-portfolio-personal.html)
00:09:23	100569/100569	---MCZ	200	added ('OK')	text/html	etag:W/%225f4a4983-188d9%22	http://www.themezaa.com/html/pofo/blog-post-layout-01.html	www.themezaa.com/html/pofo/blog-post-layout-01.html	(from http://www.themezaa.com/html/pofo/home-portfolio-personal.html)
00:09:24	101370/101370	---MCZ	200	added ('OK')	text/html	etag:W/%225f4a4978-18bfa%22	http://www.themezaa.com/html/pofo/blog-standard-post.html	www.themezaa.com/html/pofo/blog-standard-post.html	(from http://www.themezaa.com/html/pofo/home-portfolio-personal.html)
00:09:25	110940/110940	---MCZ	200	added ('OK')	text/html	etag:W/%225f4a495f-1b15c%22	http://www.themezaa.com/html/pofo/blog-gallery-post.html	www.themezaa.com/html/pofo/blog-gallery-post.html	(from http://www.themezaa.com/html/pofo/home-portfolio-personal.html)
00:09:26	102564/102564	---MCZ	200	added ('OK')	text/html	etag:W/%225f4a497a-190a4%22	http://www.themezaa.com/html/pofo/blog-slider-post.html	www.themezaa.com/html/pofo/blog-slider-post.html	(from http://www.themezaa.com/html/pofo/home-portfolio-personal.html)
00:09:27	101910/101910	---MCZ	200	added ('OK')	text/html	etag:W/%225f4a4974-18e16%22	http://www.themezaa.com/html/pofo/blog-html5-video-post.html	www.themezaa.com/html/pofo/blog-html5-video-post.html	(from http://www.themezaa.com/html/pofo/home-portfolio-personal.html)
00:09:28	101970/101970	---MCZ	200	added ('OK')	text/html	etag:W/%225f4a4986-18e52%22	http://www.themezaa.com/html/pofo/blog-youtube-video-post.html	www.themezaa.com/html/pofo/blog-youtube-video-post.html	(from http://www.themezaa.com/html/pofo/home-portfolio-personal.html)
00:09:29	101978/101978	---MCZ	200	added ('OK')	text/html	etag:W/%225f4a4976-18e5a%22	http://www.themezaa.com/html/pofo/blog-vimeo-video-post.html	www.themezaa.com/html/pofo/blog-vimeo-video-post.html	(from http://www.themezaa.com/html/pofo/home-portfolio-personal.html)
00:09:30	101729/101729	---MCZ	200	added ('OK')	text/html	etag:W/%225f4a4965-18d61%22	http://www.themezaa.com/html/pofo/blog-audio-post.html	www.themezaa.com/html/pofo/blog-audio-post.html	(from http://www.themezaa.com/html/pofo/home-portfolio-personal.html)
00:09:31	102033/102033	---MCZ	200	added ('OK')	text/html	etag:W/%225f4a4965-18e91%22	http://www.themezaa.com/html/pofo/blog-blockquote-post.html	www.themezaa.com/html/pofo/blog-blockquote-post.html	(from http://www.themezaa.com/html/pofo/home-portfolio-personal.html)
00:09:32	90453/90453	---MCZ	200	added ('OK')	text/html	etag:W/%225f4a495e-16155%22	http://www.themezaa.com/html/pofo/blog-full-width-post.html	www.themezaa.com/html/pofo/blog-full-width-post.html	(from http://www.themezaa.com/html/pofo/home-portfolio-personal.html)
00:09:33	95050/95050	---MCZ	200	added ('OK')	text/html	etag:W/%225f4a4967-1734a%22	http://www.themezaa.com/html/pofo/accordions.html	www.themezaa.com/html/pofo/accordions.html	(from http://www.themezaa.com/html/pofo/home-portfolio-personal.html)
00:09:34	75016/75016	---MCZ	200	added ('OK')	text/html	etag:W/%225f4a4a07-12508%22	http://www.themezaa.com/html/pofo/process-bar.html	www.themezaa.com/html/pofo/process-bar.html	(from http://www.themezaa.com/html/pofo/home-portfolio-personal.html)
00:09:35	75601/75601	---MCZ	200	added ('OK')	text/html	etag:W/%225f4a4a18-12751%22	http://www.themezaa.com/html/pofo/testimonials.html	www.themezaa.com/html/pofo/testimonials.html	(from http://www.themezaa.com/html/pofo/home-portfolio-personal.html)
00:09:36	75379/75379	---MCZ	200	added ('OK')	text/html	etag:W/%225f4a49a8-12673%22	http://www.themezaa.com/html/pofo/heading.html	www.themezaa.com/html/pofo/heading.html	(from http://www.themezaa.com/html/pofo/home-portfolio-personal.html)
00:09:38	99597/99597	---MCZ	200	added ('OK')	text/html	etag:W/%225f4a4a25-1850d%22	http://www.themezaa.com/html/pofo/transparent-header.html	www.themezaa.com/html/pofo/transparent-header.html	(from http://www.themezaa.com/html/pofo/home-portfolio-personal.html)
00:09:39	70765/70765	---MCZ	200	added ('OK')	text/html	etag:W/%225f4a4999-1146d%22	http://www.themezaa.com/html/pofo/footer-standard.html	www.themezaa.com/html/pofo/footer-standard.html	(from http://www.themezaa.com/html/pofo/home-portfolio-personal.html)
00:09:39	76981/76981	---MCZ	200	added ('OK')	text/html	etag:W/%225f4a49dc-12cb5%22	http://www.themezaa.com/html/pofo/page-title-left-alignment.html	www.themezaa.com/html/pofo/page-title-left-alignment.html	(from http://www.themezaa.com/html/pofo/home-portfolio-personal.html)
00:09:40	82201/82201	---MCZ	200	added ('OK')	text/html	etag:W/%225f4a49ff-14119%22	http://www.themezaa.com/html/pofo/single-image-lightbox.html	www.themezaa.com/html/pofo/single-image-lightbox.html	(from http://www.themezaa.com/html/pofo/home-portfolio-personal.html)
00:09:42	19747/19747	---M--	200	added ('OK')	image/png	etag:%225c9a242e-4d23%22	http://www.themezaa.com/html/pofo/images/signature.png	www.themezaa.com/html/pofo/images/signature.png	(from http://www.themezaa.com/html/pofo/home-portfolio-personal.html)
00:09:48	80704/80704	---MCZ	200	added ('OK')	text/html	etag:W/%225f4a49fe-13b40%22	http://www.themezaa.com/html/pofo/single-project-page-02.html	www.themezaa.com/html/pofo/single-project-page-02.html	(from http://www.themezaa.com/html/pofo/home-portfolio-personal.html)
00:09:52	74540/74540	---MCZ	200	added ('OK')	text/html	etag:W/%225f4a49fc-1232c%22	http://www.themezaa.com/html/pofo/single-project-page-03.html	www.themezaa.com/html/pofo/single-project-page-03.html	(from http://www.themezaa.com/html/pofo/home-portfolio-personal.html)
00:09:59	80549/80549	---M--	200	added ('OK')	image/jpeg	etag:%225c9a204f-13aa5%22	http://www.themezaa.com/html/pofo/images/homepage-2-slider-img-4.jpg	www.themezaa.com/html/pofo/images/homepage-2-slider-img-4.jpg	(from http://www.themezaa.com/html/pofo/home-portfolio-personal.html)
00:10:02	91748/91748	---MCZ	200	added ('OK')	text/html	etag:W/%225f4a4a14-16664%22	http://www.themezaa.com/html/pofo/single-project-page-04.html	www.themezaa.com/html/pofo/single-project-page-04.html	(from http://www.themezaa.com/html/pofo/home-portfolio-personal.html)
00:10:02	140178/140178	---M--	200	added ('OK')	image/jpeg	etag:%225c9a205a-22392%22	http://www.themezaa.com/html/pofo/images/homepage-2-slider-img-9.jpg	www.themezaa.com/html/pofo/images/homepage-2-slider-img-9.jpg	(from http://www.themezaa.com/html/pofo/home-portfolio-personal.html)
00:10:06	78253/78253	---MCZ	200	added ('OK')	text/html	etag:W/%225f4a4a13-131ad%22	http://www.themezaa.com/html/pofo/single-project-page-05.html	www.themezaa.com/html/pofo/single-project-page-05.html	(from http://www.themezaa.com/html/pofo/home-portfolio-personal.html)
00:10:22	149926/149926	---M--	200	added ('OK')	image/jpeg	etag:%225c9a2044-249a6%22	http://www.themezaa.com/html/pofo/images/homepage-2-slider-img-12.jpg	www.themezaa.com/html/pofo/images/homepage-2-slider-img-12.jpg	(from http://www.themezaa.com/html/pofo/home-portfolio-personal.html)
00:10:30	136390/136390	---M--	200	added ('OK')	image/jpeg	etag:%225c9a2049-214c6%22	http://www.themezaa.com/html/pofo/images/homepage-2-slider-img-11.jpg	www.themezaa.com/html/pofo/images/homepage-2-slider-img-11.jpg	(from http://www.themezaa.com/html/pofo/home-portfolio-personal.html)
00:10:30	97162/97162	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ddbb56a-17b8a%22	http://www.themezaa.com/html/pofo/js/jquery.js	www.themezaa.com/html/pofo/js/jquery.js	(from http://www.themezaa.com/html/pofo/home-portfolio-personal.html)
00:10:34	7825/7825	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ddbb576-1e91%22	http://www.themezaa.com/html/pofo/js/modernizr.js	www.themezaa.com/html/pofo/js/modernizr.js	(from http://www.themezaa.com/html/pofo/home-portfolio-personal.html)
00:10:36	8097/8097	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ddbb57b-1fa1%22	http://www.themezaa.com/html/pofo/js/jquery.easing.1.3.js	www.themezaa.com/html/pofo/js/jquery.easing.1.3.js	(from http://www.themezaa.com/html/pofo/home-portfolio-personal.html)
00:10:38	278315/278315	---M--	200	added ('OK')	image/jpeg	etag:%225c9a2042-43f2b%22	http://www.themezaa.com/html/pofo/images/homepage-2-slider-img-10.jpg	www.themezaa.com/html/pofo/images/homepage-2-slider-img-10.jpg	(from http://www.themezaa.com/html/pofo/home-portfolio-personal.html)
00:10:38	12615/12615	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ddbb56e-3147%22	http://www.themezaa.com/html/pofo/js/skrollr.min.js	www.themezaa.com/html/pofo/js/skrollr.min.js	(from http://www.themezaa.com/html/pofo/home-portfolio-personal.html)
00:10:40	3810/3810	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ddbb56e-ee2%22	http://www.themezaa.com/html/pofo/js/smooth-scroll.js	www.themezaa.com/html/pofo/js/smooth-scroll.js	(from http://www.themezaa.com/html/pofo/home-portfolio-personal.html)
00:10:40	2894/2894	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ddbb572-b4e%22	http://www.themezaa.com/html/pofo/js/jquery.appear.js	www.themezaa.com/html/pofo/js/jquery.appear.js	(from http://www.themezaa.com/html/pofo/home-portfolio-personal.html)
00:10:44	259426/259426	---M--	200	added ('OK')	image/jpeg	etag:%225c9a2048-3f562%22	http://www.themezaa.com/html/pofo/images/homepage-2-slider-img-13.jpg	www.themezaa.com/html/pofo/images/homepage-2-slider-img-13.jpg	(from http://www.themezaa.com/html/pofo/home-portfolio-personal.html)
00:10:44	5257/5257	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ddbb57a-1489%22	http://www.themezaa.com/html/pofo/js/jquery.nav.js	www.themezaa.com/html/pofo/js/jquery.nav.js	(from http://www.themezaa.com/html/pofo/home-portfolio-personal.html)
00:10:44	8492/8492	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ddbb569-212c%22	http://www.themezaa.com/html/pofo/js/wow.min.js	www.themezaa.com/html/pofo/js/wow.min.js	(from http://www.themezaa.com/html/pofo/home-portfolio-personal.html)
00:10:45	23314/23314	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ddbb568-5b12%22	http://www.themezaa.com/html/pofo/js/page-scroll.js	www.themezaa.com/html/pofo/js/page-scroll.js	(from http://www.themezaa.com/html/pofo/home-portfolio-personal.html)
00:10:48	127934/127934	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ddbb570-1f3be%22	http://www.themezaa.com/html/pofo/js/swiper.min.js	www.themezaa.com/html/pofo/js/swiper.min.js	(from http://www.themezaa.com/html/pofo/home-portfolio-personal.html)
00:10:48	3760/3760	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ddbb56d-eb0%22	http://www.themezaa.com/html/pofo/js/jquery.count-to.js	www.themezaa.com/html/pofo/js/jquery.count-to.js	(from http://www.themezaa.com/html/pofo/home-portfolio-personal.html)
00:10:49	20216/20216	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ddbb578-4ef8%22	http://www.themezaa.com/html/pofo/js/jquery.magnific-popup.min.js	www.themezaa.com/html/pofo/js/jquery.magnific-popup.min.js	(from http://www.themezaa.com/html/pofo/home-portfolio-personal.html)
00:10:50	35445/35445	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ddbb56d-8a75%22	http://www.themezaa.com/html/pofo/js/isotope.pkgd.min.js	www.themezaa.com/html/pofo/js/isotope.pkgd.min.js	(from http://www.themezaa.com/html/pofo/home-portfolio-personal.html)
00:10:50	5594/5594	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ddbb56b-15da%22	http://www.themezaa.com/html/pofo/js/imagesloaded.pkgd.min.js	www.themezaa.com/html/pofo/js/imagesloaded.pkgd.min.js	(from http://www.themezaa.com/html/pofo/home-portfolio-personal.html)
00:10:51	1835/1835	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ddbb577-72b%22	http://www.themezaa.com/html/pofo/js/classie.js	www.themezaa.com/html/pofo/js/classie.js	(from http://www.themezaa.com/html/pofo/home-portfolio-personal.html)
00:10:52	1778/1778	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ddbb575-6f2%22	http://www.themezaa.com/html/pofo/js/hamburger-menu.js	www.themezaa.com/html/pofo/js/hamburger-menu.js	(from http://www.themezaa.com/html/pofo/home-portfolio-personal.html)
00:10:53	7157/7157	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ddbb579-1bf5%22	http://www.themezaa.com/html/pofo/js/counter.js	www.themezaa.com/html/pofo/js/counter.js	(from http://www.themezaa.com/html/pofo/home-portfolio-personal.html)
00:10:54	3240/3240	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ddbb57b-ca8%22	http://www.themezaa.com/html/pofo/js/jquery.fitvids.js	www.themezaa.com/html/pofo/js/jquery.fitvids.js	(from http://www.themezaa.com/html/pofo/home-portfolio-personal.html)
00:10:55	2060/2060	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ddbb575-80c%22	http://www.themezaa.com/html/pofo/js/skill.bars.jquery.js	www.themezaa.com/html/pofo/js/skill.bars.jquery.js	(from http://www.themezaa.com/html/pofo/home-portfolio-personal.html)
00:10:56	18510/18510	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ddbb573-484e%22	http://www.themezaa.com/html/pofo/js/justified-gallery.min.js	www.themezaa.com/html/pofo/js/justified-gallery.min.js	(from http://www.themezaa.com/html/pofo/home-portfolio-personal.html)
00:10:57	3990/3990	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ddbb57a-f96%22	http://www.themezaa.com/html/pofo/js/jquery.easypiechart.min.js	www.themezaa.com/html/pofo/js/jquery.easypiechart.min.js	(from http://www.themezaa.com/html/pofo/home-portfolio-personal.html)
00:10:58	1658/1658	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ddbb574-67a%22	http://www.themezaa.com/html/pofo/js/retina.min.js	www.themezaa.com/html/pofo/js/retina.min.js	(from http://www.themezaa.com/html/pofo/home-portfolio-personal.html)
00:11:01	110419/110419	---MCZ	200	added ('OK')	application/javascript	etag:W/%225c9a0d87-1af53%22	http://www.themezaa.com/html/pofo/revolution/js/jquery.themepunch.tools.min.js	www.themezaa.com/html/pofo/revolution/js/jquery.themepunch.tools.min.js	(from http://www.themezaa.com/html/pofo/home-portfolio-personal.html)
00:11:02	99407/99407	---MCZ	200	added ('OK')	application/javascript	etag:W/%225f76b31c-1844f%22	http://www.themezaa.com/html/pofo/js/main.js	www.themezaa.com/html/pofo/js/main.js	(from http://www.themezaa.com/html/pofo/home-portfolio-personal.html)
00:11:04	32694/32694	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225c9a1bf8-7fb6%22	http://www.themezaa.com/html/pofo/fonts/et-line.eot	www.themezaa.com/html/pofo/fonts/et-line.eot	(from http://www.themezaa.com/html/pofo/css/et-line-icons.css)
00:11:12	175537/175537	---M--	200	added ('OK')	image/svg+xml	etag:%225c9a1bfa-2adb1%22	http://www.themezaa.com/html/pofo/fonts/et-line.svg	www.themezaa.com/html/pofo/fonts/et-line.svg	(from http://www.themezaa.com/html/pofo/css/et-line-icons.css)
00:11:16	55220/55220	---M--	200	added ('OK')	application/font-woff	etag:%225c9a1bfc-d7b4%22	http://www.themezaa.com/html/pofo/fonts/et-line.woff	www.themezaa.com/html/pofo/fonts/et-line.woff	(from http://www.themezaa.com/html/pofo/css/et-line-icons.css)
00:11:16	32694/32694	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225c9a1bf8-7fb6%22	http://www.themezaa.com/html/pofo/fonts/et-line.eot?	www.themezaa.com/html/pofo/fonts/et-lined41d.eot	(from http://www.themezaa.com/html/pofo/css/et-line-icons.css)
